"w1","w2","rank"
"school","junior",8
"school","just",46
"school","kids",35
"school","kind",5
"school","know",15
"school","last",18
"school","late",8
"school","law",23
"school","least",7
"school","left",23
"school","less",4
"school","lessons",3
"school","let",4
"school","level",16
"school","libraries",6
"school","library",27
"school","life",9
"school","like",29
"school","little",7
"school","live",5
"school","living",4
"school","lost",7
"school","love",8
"school","lunch",15
"school","lunches",12
"school","made",12
"school","make",13
"school","many",8
"school","math",6
"school","maybe",7
"school","meals",6
"school","meet",6
"school","met",8
"school","monday",10
"school","months",6
"school","morning",13
"school","mother",6
"school","much",8
"school","music",14
"school","musical",15
"school","national",4
"school","need",8
"school","needed",3
"school","never",10
"school","new",17
"school","next",19
"school","noon",4
"school","nothing",5
"school","now",42
"school","officials",54
"school","oh",3
"school","one",38
"school","opened",9
"school","outside",4
"school","parent",3
"school","parents",11
"school","parking",3
"school","parties",4
"school","performance",8
"school","play",12
"school","post",3
"school","pretty",9
"school","probably",6
"school","program",21
"school","programs",5
"school","project",8
"school","projects",5
"school","property",9
"school","rather",5
"school","ready",11
"school","really",13
"school","reason",4
"school","record",23
"school","red",3
"school","reform",9
"school","relationships",3
"school","rest",4
"school","reunion",8
"school","right",12
"school","s",14
"school","said",40
"school","says",13
"school","school",29
"school","science",6
"school","september",5
"school","served",4
"school","setting",6
"school","singing",3
"school","site",7
"school","social",10
"school","soon",3
"school","sophomore",9
"school","special",4
"school","sports",27
"school","start",9
"school","started",14
"school","starting",9
"school","starts",25
"school","state",6
"school","still",19
"school","stories",3
"school","story",4
"school","student",31
"school","students",108
"school","studying",3
"school","summer",11
"school","supplies",20
"school","sure",5
"school","system",54
"school","systems",8
"school","take",11
"school","takes",7
"school","talk",7
"school","teacher",39
"school","teachers",22
"school","team",9
"school","th",5
"school","think",7
"school","though",8
"school","thought",7
"school","three",6
"school","time",24
"school","today",103
"school","together",8
"school","told",8
"school","tomorrow",103
"school","town",5
"school","tried",5
"school","trip",10
"school","trying",6
"school","turned",4
"school","two",13
"school","use",4
"school","used",8
"school","usually",4
"school","visits",9
"school","volunteering",3
"school","want",10
"school","wanted",6
"school","way",8
"school","week",14
"school","weekends",5
"school","well",14
"school","went",15
"school","whole",4
"school","will",62
"school","without",10
"school","won",11
"school","work",42
"school","worked",8
"school","working",14
"school","year",228
"school","years",30
"school","yesterday",5
"school","yet",11
"schools","annual",5
"schools","area",5
"schools","can",14
"schools","close",5
"schools","college",3
"schools","colleges",5
"schools","cut",5
"schools","even",8
"schools","including",9
"schools","involved",3
"schools","know",4
"schools","least",4
"schools","need",9
"schools","offer",6
"schools","often",4
"schools","poor",3
"schools","start",6
"schools","summer",4
"schools","two",5
"schools","want",6
"schools","week",3
"schools","will",28
"schools","year",3
"science","behind",6
"science","center",19
"science","class",12
"science","college",3
"science","education",8
"science","experiment",7
"science","fair",15
"science","fiction",56
"science","history",3
"science","math",18
"science","museum",9
"science","now",4
"science","project",8
"science","projects",3
"science","social",4
"science","teacher",19
"science","technology",28
"scientific","american",5
"scientific","community",7
"scientific","investigation",3
"scientific","method",4
"scientific","research",11
"scientists","concluded",3
"scientists","engineers",8
"scientists","will",4
"scifi","fantasy",7
"scooter","will",3
"score","double",3
"score","free",4
"score","hit",5
"score","new",3
"score","one",9
"score","run",9
"score","runs",21
"score","two",11
"score","will",4
"scored","goal",10
"scored","just",12
"scored","one",11
"scored","runs",20
"scores","will",3
"scoring","runs",11
"scotland","yard",18
"scott","brown",21
"scott","card",4
"scott","pilgrim",7
"scott","thomas",6
"scott","walker",30
"scott","will",6
"scottish","rite",3
"scout","cookie",7
"scouts","america",9
"scouts","will",6
"scrambled","eggs",40
"scrambling","get",4
"scrap","metal",8
"scratch","head",3
"scratch","know",3
"scratch","one",3
"scratches","surface",3
"screamin","jay",3
"screaming","much",4
"screaming","something",4
"screen","door",7
"screen","print",4
"screen","real",3
"screen","shots",6
"screen","time",14
"screen","tv",14
"screen","tvs",3
"screening","friday",3
"script","cant",3
"scroll","bottom",5
"scuba","dive",5
"scuba","diving",12
"sd","card",8
"se","just",5
"se","th",13
"sea","bass",10
"sea","breeze",6
"sea","level",18
"sea","lion",10
"sea","lions",14
"sea","never",3
"sea","otters",8
"sea","salt",52
"sea","turtles",9
"sea","urchin",6
"sea","water",7
"sea","white",3
"seafood","restaurant",6
"seal","approval",6
"seal","deal",7
"seal","team",7
"sealed","deal",4
"seals","kill",3
"seams","will",3
"sean","connery",5
"sean","penn",6
"search","engine",49
"search","find",8
"search","next",6
"search","one",4
"search","party",5
"search","perfect",8
"search","results",19
"search","warrants",9
"search","way",3
"search","will",4
"searching","new",11
"searching","one",5
"searching","online",5
"searching","something",6
"season","actually",3
"season","ahead",8
"season","always",7
"season","bad",5
"season","begins",11
"season","begun",5
"season","behind",6
"season","best",10
"season","biggest",4
"season","brings",7
"season","can",25
"season","cant",12
"season","coming",14
"season","different",4
"season","end",8
"season","ended",26
"season","even",7
"season","fall",4
"season","filled",6
"season","finale",81
"season","football",5
"season","four",11
"season","full",13
"season","game",17
"season","get",12
"season","giving",7
"season","go",14
"season","going",20
"season","good",13
"season","great",10
"season","hope",9
"season","however",9
"season","just",49
"season","last",25
"season","late",5
"season","left",6
"season","like",12
"season","mad",7
"season","main",3
"season","make",5
"season","making",8
"season","many",7
"season","may",17
"season","move",4
"season","need",3
"season","never",7
"season","new",25
"season","next",13
"season","now",21
"season","one",38
"season","opener",54
"season","pass",12
"season","play",5
"season","played",12
"season","pretty",7
"season","really",10
"season","record",9
"season","remember",6
"season","right",11
"season","season",14
"season","see",7
"season","six",4
"season","st",6
"season","start",10
"season","started",15
"season","starts",22
"season","still",31
"season","success",3
"season","summer",5
"season","sure",6
"season","taste",9
"season","team",17
"season","th",8
"season","think",10
"season","ticket",25
"season","tickets",26
"season","time",12
"season","today",6
"season","trying",6
"season","two",25
"season","upon",9
"season","want",5
"season","well",12
"season","will",65
"season","without",17
"season","year",12
"season","yet",13
"seasons","ago",11
"seasons","best",3
"seat","bar",4
"seat","behind",5
"seat","belt",26
"seat","can",5
"seat","front",6
"seat","house",5
"seat","last",5
"seat","next",10
"seat","one",4
"seat","table",5
"seat","two",3
"seat","will",13
"seating","area",6
"seating","limited",14
"seats","available",8
"seats","can",6
"seats","right",4
"seats","still",4
"seats","will",7
"seattle","just",8
"seattle","really",3
"seattle","seahawks",15
"seattle","times",16
"seattle","washington",6
"seau","found",4
"seaworld","san",3
"second","album",17
"second","amendment",8
"second","base",47
"second","baseman",36
"second","beer",5
"second","best",15
"second","big",4
"second","book",34
"second","break",4
"second","can",6
"second","car",4
"second","chance",46
"second","chances",12
"second","child",8
"second","choice",13
"second","city",12
"second","class",14
"second","coming",5
"second","consecutive",27
"second","cousin",7
"second","date",7
"second","day",54
"second","degree",7
"second","dose",3
"second","edition",5
"second","effort",3
"second","episode",4
"second","example",3
"second","family",6
"second","film",3
"second","floor",53
"second","full",7
"second","game",47
"second","go",8
"second","grade",22
"second","guess",8
"second","half",240
"second","helping",5
"second","home",17
"second","inning",29
"second","issue",7
"second","job",17
"second","language",10
"second","largest",10
"second","last",16
"second","later",6
"second","left",4
"second","leg",8
"second","level",8
"second","life",8
"second","look",11
"second","many",4
"second","meeting",7
"second","new",6
"second","night",8
"second","none",8
"second","oldest",3
"second","one",48
"second","paragraph",3
"second","part",15
"second","period",52
"second","person",11
"second","place",60
"second","quarter",102
"second","question",10
"second","reading",3
"second","round",117
"second","season",40
"second","semester",6
"second","series",9
"second","set",17
"second","step",6
"second","story",9
"second","straight",50
"second","street",4
"second","term",35
"second","thing",9
"second","third",65
"second","thought",26
"second","thoughts",23
"second","tier",4
"second","time",191
"second","try",5
"second","verse",5
"second","volume",8
"second","wave",13
"second","week",31
"second","weekend",6
"second","will",10
"second","wind",7
"second","world",11
"second","year",54
"secondhand","smoke",8
"seconds","can",9
"seconds","later",26
"seconds","left",105
"seconds","less",4
"seconds","minute",4
"seconds","minutes",6
"seconds","now",4
"seconds","see",4
"seconds","video",3
"seconds","will",8
"secret","agent",6
"secret","circle",13
"secret","desire",3
"secret","fan",4
"secret","good",6
"secret","ingredient",9
"secret","life",14
"secret","mission",3
"secret","right",3
"secret","sauce",4
"secret","service",103
"secret","services",5
"secretary","general",9
"secretary","robert",7
"secretary","state",93
"section","called",3
"section","free",3
"section","now",4
"section","row",12
"section","will",12
"sector","growth",3
"sector","needs",3
"secure","safe",3
"secure","spot",7
"security","administration",21
"security","bill",3
"security","company",9
"security","concerns",7
"security","council",23
"security","detail",9
"security","door",4
"security","forces",39
"security","guard",33
"security","guards",28
"security","issue",3
"security","issues",10
"security","lines",5
"security","medicare",13
"security","people",7
"security","reasons",6
"security","safety",4
"security","service",4
"security","system",13
"security","systems",8
"security","tight",3
"security","trust",3
"security","will",8
"see","act",5
"see","action",10
"see","actions",3
"see","actually",12
"see","added",6
"see","alive",3
"see","almost",5
"see","alone",3
"see","also",19
"see","always",6
"see","amazing",18
"see","americans",4
"see","another",40
"see","anyone",41
"see","anything",50
"see","arent",6
"see","art",10
"see","artist",5
"see","available",4
"see","baby",23
"see","back",45
"see","behind",8
"see","benefit",5
"see","benefits",8
"see","best",25
"see","better",20
"see","big",42
"see","bigger",6
"see","black",15
"see","blue",11
"see","body",4
"see","box",5
"see","boys",17
"see","breaking",6
"see","bright",7
"see","brother",7
"see","buy",3
"see","can",230
"see","cant",18
"see","certain",5
"see","chance",4
"see","change",9
"see","changed",3
"see","changes",10
"see","changing",4
"see","child",7
"see","chris",9
"see","city",8
"see","classroom",3
"see","clean",4
"see","clearly",16
"see","close",12
"see","color",9
"see","comes",17
"see","coming",45
"see","company",8
"see","complete",5
"see","course",10
"see","cry",4
"see","current",5
"see","customers",4
"see","dad",8
"see","daily",4
"see","data",6
"see","daughter",7
"see","day",25
"see","dead",9
"see","details",8
"see","difference",19
"see","different",14
"see","digital",3
"see","doctor",24
"see","dog",5
"see","done",15
"see","double",3
"see","dr",8
"see","dreams",5
"see","drive",3
"see","drop",4
"see","easy",5
"see","effect",6
"see","eggs",3
"see","either",6
"see","else",12
"see","end",24
"see","ends",4
"see","enough",5
"see","even",24
"see","event",4
"see","every",34
"see","everyone",62
"see","everything",26
"see","exactly",10
"see","experience",6
"see","eye",6
"see","eyes",23
"see","face",36
"see","faces",9
"see","familiar",6
"see","families",4
"see","family",29
"see","far",22
"see","father",4
"see","feel",28
"see","feels",7
"see","female",3
"see","film",22
"see","final",15
"see","finally",11
"see","finish",7
"see","first",29
"see","fit",15
"see","flash",3
"see","floor",5
"see","food",7
"see","forest",4
"see","forever",4
"see","four",8
"see","free",10
"see","friday",25
"see","friends",29
"see","front",8
"see","full",20
"see","future",19
"see","garbage",3
"see","get",52
"see","gets",7
"see","getting",17
"see","ghost",4
"see","girl",19
"see","girls",13
"see","giving",4
"see","go",49
"see","gods",4
"see","goes",40
"see","going",47
"see","good",41
"see","grandparents",4
"see","great",33
"see","guy",18
"see","guys",92
"see","happen",21
"see","happened",14
"see","happening",20
"see","happens",77
"see","happy",19
"see","hard",11
"see","head",8
"see","hear",40
"see","heavy",5
"see","held",3
"see","help",7
"see","high",6
"see","home",7
"see","hope",23
"see","hot",5
"see","huge",9
"see","hurt",3
"see","including",3
"see","increase",7
"see","inner",4
"see","inside",10
"see","interested",3
"see","invisible",3
"see","james",5
"see","job",6
"see","join",5
"see","just",52
"see","keep",7
"see","kid",8
"see","kids",15
"see","kind",27
"see","know",20
"see","lake",3
"see","landscape",3
"see","large",13
"see","larger",4
"see","last",40
"see","later",29
"see","less",7
"see","life",18
"see","light",30
"see","lights",4
"see","like",35
"see","link",11
"see","list",8
"see","little",44
"see","live",24
"see","local",9
"see","long",24
"see","look",20
"see","looks",11
"see","lot",51
"see","lots",12
"see","love",29
"see","made",12
"see","magic",5
"see","major",6
